Filename,Pd_atom label,Methyl_atom_1 label,Methyl_atom_2 label,Hydrogens_methyl_1_label,Hydrogens_methyl_2_label,Ligand_atom_1 label,Ligand_atom_2 label,Atoms_distance_2 label,Atoms_distance_3 label,Atoms_distance_4 label,Atoms_distance_2_a label,Atoms_distance_3_a label,Atoms_distance_4_a label,Atoms_distance_2_b label,Atoms_distance_3_b label,Atoms_distance_4_b label,Atom label shortest paths
ligand-441-p-o-143,2,3,7,"[6, 4, 5]","[10, 8, 9]",1,11,"[24, 34, 12, 44]","[35, 36, 13, 45, 25, 26]","[37, 38, 39, 14, 15, 46, 49, 47, 48, 50, 27, 28, 29]","[24, 34, 44]","[35, 36, 12, 45, 25, 26]","[37, 38, 39, 13, 46, 47, 48, 49, 50, 27, 28, 29]",[12],"[44, 13]","[45, 14, 15]","[2, 1, 44, 12, 11]"
ligand-442-p-o-144,2,3,7,"[4, 5, 6]","[8, 10, 9]",1,11,"[24, 34, 12, 44]","[35, 36, 13, 45, 25, 26]","[37, 38, 39, 14, 15, 46, 47, 50, 48, 49, 27, 28, 29]","[24, 34, 44]","[35, 36, 12, 45, 25, 26]","[37, 38, 39, 13, 46, 47, 48, 49, 50, 27, 28, 29]",[12],"[44, 13]","[45, 14, 15]","[2, 1, 44, 12, 11]"
ligand-443-p-o-145,2,3,7,"[4, 5, 6]","[10, 8, 9]",1,11,"[24, 34, 12, 44]","[35, 36, 13, 45, 25, 26]","[37, 38, 39, 14, 15, 46, 47, 50, 48, 49, 27, 28, 29]","[24, 34, 44]","[35, 36, 12, 45, 25, 26]","[37, 38, 39, 13, 46, 47, 48, 49, 50, 27, 28, 29]",[12],"[44, 13]","[45, 14, 15]","[2, 1, 44, 12, 11]"
ligand-444-p-o-146,2,7,3,"[10, 8, 9]","[4, 6, 5]",1,11,"[24, 42, 12, 29]","[34, 38, 43, 13, 47, 51, 25, 30]","[14, 15, 26, 27, 28, 31, 32, 33, 35, 36, 37, 39, 40, 41, 44, 45, 46, 48, 49, 50, 52, 53, 54]","[24, 29, 42]","[34, 38, 43, 12, 47, 51, 25, 30]","[13, 26, 27, 28, 31, 32, 33, 35, 36, 37, 39, 40, 41, 44, 45, 46, 48, 49, 50, 52, 53, 54]",[12],"[24, 13]","[14, 15, 25]","[2, 1, 24, 12, 11]"
ligand-445-p-o-147,2,3,7,"[5, 6, 4]","[8, 10, 9]",1,11,"[24, 34, 12, 44]","[65, 35, 36, 13, 25, 26]","[37, 38, 39, 46, 14, 15, 45, 27, 28, 29]","[24, 34, 44]","[65, 35, 36, 12, 25, 26]","[37, 38, 39, 13, 46, 45, 27, 28, 29]",[12],"[44, 13]","[65, 14, 15]","[2, 1, 44, 12, 11]"
ligand-446-p-o-148,2,3,7,"[5, 4, 6]","[8, 10, 9]",1,11,"[24, 34, 12, 44]","[65, 35, 36, 13, 25, 26]","[66, 67, 68, 37, 38, 39, 46, 14, 15, 45, 27, 28, 29]","[24, 34, 44]","[65, 35, 36, 12, 25, 26]","[66, 67, 68, 37, 38, 39, 13, 46, 45, 27, 28, 29]",[12],"[44, 13]","[65, 14, 15]","[2, 1, 44, 12, 11]"
ligand-447-p-o-149,2,3,7,"[5, 4, 6]","[8, 10, 9]",1,11,"[33, 12, 13, 23]","[34, 14, 15, 24, 25, 58]","[64, 35, 36, 37, 38, 39, 59, 60, 16, 17, 18, 26, 27, 28]","[13, 23, 33]","[34, 12, 14, 15, 24, 25]","[35, 36, 37, 38, 26, 39, 16, 17, 18, 58, 27, 28]",[12],"[33, 58]","[64, 34, 59, 60]","[2, 1, 33, 12, 11]"
ligand-448-p-o-150,2,3,7,"[4, 5, 6]","[8, 10, 9]",1,11,"[33, 12, 13, 23]","[34, 14, 15, 24, 25, 58]","[35, 36, 37, 38, 39, 67, 59, 16, 17, 18, 26, 27, 28]","[13, 23, 33]","[34, 12, 14, 15, 24, 25]","[35, 36, 37, 38, 26, 39, 16, 17, 18, 58, 27, 28]",[12],"[33, 58]","[34, 67, 59]","[2, 1, 33, 12, 11]"
ligand-449-p-o-151,2,3,7,"[5, 4, 6]","[8, 10, 9]",1,11,"[33, 12, 13, 23]","[34, 14, 15, 24, 25, 58]","[65, 35, 36, 37, 38, 39, 59, 16, 17, 18, 26, 27, 28]","[13, 23, 33]","[34, 12, 14, 15, 24, 25]","[35, 36, 37, 38, 26, 39, 16, 17, 18, 58, 27, 28]",[12],"[33, 58]","[65, 34, 59]","[2, 1, 33, 12, 11]"
ligand-450-p-o-152,2,3,7,"[5, 4, 6]","[8, 10, 9]",1,11,"[33, 12, 13, 23]","[34, 14, 15, 24, 25, 58]","[35, 36, 37, 38, 39, 59, 16, 17, 18, 26, 27, 28, 63]","[13, 23, 33]","[34, 12, 14, 15, 24, 25]","[35, 36, 37, 38, 26, 39, 16, 17, 18, 58, 27, 28]",[12],"[33, 58]","[34, 59, 63]","[2, 1, 33, 12, 11]"
ligand-451-n-o-18,11,12,16,"[15, 13, 14]","[18, 19, 17]",1,32,"[2, 20, 30]","[3, 4, 21, 22, 31]","[33, 37, 5, 38, 6, 23, 24, 25]","[2, 20]","[3, 4, 21, 22]","[37, 5, 38, 6, 23, 24, 25, 30]",[30],"[22, 31]","[25, 20, 33]","[11, 1, 20, 22, 30, 32]"
ligand-452-n-o-19,31,36,32,"[39, 38, 37]","[34, 35, 33]",52,1,"[40, 2, 50]","[3, 4, 41, 42, 51]","[5, 6, 11, 43, 44, 45, 21, 53]",[50],"[42, 51]","[40, 53, 45]","[2, 40]","[3, 4, 41, 42]","[5, 6, 11, 43, 44, 45, 50, 21]","[31, 52, 50, 42, 40, 1]"
ligand-453-n-n-20,1,26,22,"[27, 28, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[34, 7, 8, 15, 16, 30]","[32, 33, 35, 36, 37, 40, 9, 10, 73, 17, 18, 51, 62, 31]","[3, 14]","[2, 34, 15, 16]","[35, 36, 37, 40, 17, 18, 51, 30]","[2, 6]","[3, 7, 8, 30]","[32, 33, 34, 9, 10, 73, 62, 31]","[1, 5, 3, 2, 4]"
ligand-454-n-n-21,1,26,22,"[28, 27, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[34, 7, 8, 15, 16, 30]","[32, 33, 35, 36, 37, 69, 9, 10, 40, 17, 18, 50, 59, 31]","[3, 14]","[2, 34, 15, 16]","[35, 36, 37, 40, 17, 18, 50, 30]","[2, 6]","[3, 7, 8, 30]","[32, 33, 34, 69, 9, 10, 59, 31]","[1, 5, 3, 2, 4]"
ligand-455-n-n-22,1,26,22,"[28, 27, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[34, 7, 8, 15, 16, 30]","[32, 33, 35, 36, 37, 69, 9, 10, 40, 17, 18, 50, 59, 31]","[3, 14]","[2, 34, 15, 16]","[35, 36, 37, 40, 17, 18, 50, 30]","[2, 6]","[3, 7, 8, 30]","[32, 33, 34, 69, 9, 10, 59, 31]","[1, 5, 3, 2, 4]"
ligand-456-p-o-153,35,40,36,"[41, 43, 42]","[38, 37, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 44, 16, 48, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 44, 16, 48, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-457-p-o-154,35,40,36,"[41, 43, 42]","[38, 37, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 44, 16, 48, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 44, 16, 48, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-458-p-o-155,65,77,73,"[79, 78, 80]","[74, 76, 75]",1,2,"[40, 56, 3, 4]","[5, 39, 41, 51, 21, 55, 27]","[64, 66, 67, 38, 6, 10, 42, 16, 49, 52, 20, 54, 28, 29]","[4, 40, 56]","[3, 39, 41, 51, 55, 27]","[64, 66, 5, 38, 67, 42, 49, 52, 21, 54, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[65, 1, 4, 3, 2]"
ligand-459-p-o-156,58,76,55,"[78, 79, 77]","[75, 56, 57]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[65, 66, 38, 6, 10, 42, 28, 47, 16, 49, 20, 59, 60, 29]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[65, 66, 5, 38, 42, 28, 47, 49, 21, 59, 60, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[58, 1, 4, 3, 2]"
ligand-460-p-o-157,58,68,55,"[69, 70, 71]","[72, 57, 56]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[38, 6, 10, 42, 28, 47, 16, 49, 29, 20, 59, 60, 61, 62]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[5, 38, 42, 28, 47, 49, 29, 21, 59, 60, 61, 62]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[58, 1, 4, 3, 2]"
ligand-461-p-o-158,58,64,55,"[67, 65, 66]","[68, 57, 56]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[38, 6, 10, 42, 28, 47, 16, 49, 29, 20, 59, 60, 61, 62]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[5, 38, 42, 28, 47, 49, 29, 21, 59, 60, 61, 62]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[58, 1, 4, 3, 2]"
ligand-462-p-o-159,55,95,91,"[97, 96, 98]","[94, 92, 93]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[38, 6, 10, 42, 47, 16, 49, 20, 56, 57, 58, 59, 28, 29]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[5, 38, 42, 47, 49, 21, 56, 57, 58, 59, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[55, 1, 4, 3, 2]"
ligand-463-p-o-160,55,87,91,"[89, 90, 88]","[93, 92, 94]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[38, 6, 10, 42, 47, 16, 49, 20, 56, 57, 58, 59, 28, 29]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[5, 38, 42, 47, 49, 21, 56, 57, 58, 59, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[55, 1, 4, 3, 2]"
ligand-464-p-o-161,55,91,87,"[94, 92, 93]","[88, 89, 90]",1,2,"[51, 75, 3, 4]","[5, 76, 77, 46, 50, 21, 27]","[6, 10, 78, 79, 80, 81, 47, 49, 16, 20, 56, 57, 28, 29]","[4, 51, 75]","[3, 76, 77, 46, 50, 27]","[5, 78, 79, 80, 81, 47, 49, 21, 56, 57, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[55, 1, 4, 3, 2]"
ligand-465-p-o-162,55,95,91,"[98, 96, 97]","[94, 93, 92]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[38, 6, 10, 42, 47, 16, 49, 20, 56, 57, 58, 59, 28, 29]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[5, 38, 42, 47, 49, 21, 56, 57, 58, 59, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[55, 1, 4, 3, 2]"
ligand-466-p-o-163,74,81,77,"[83, 84, 82]","[78, 80, 79]",1,2,"[65, 49, 3, 4]","[64, 5, 48, 50, 21, 27, 60]","[6, 73, 10, 75, 76, 47, 16, 51, 20, 61, 58, 28, 29, 63]","[4, 49, 65]","[64, 3, 48, 50, 27, 60]","[5, 73, 75, 76, 47, 51, 61, 21, 58, 28, 29, 63]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[74, 1, 4, 3, 2]"
ligand-467-p-o-164,65,89,85,"[90, 92, 91]","[86, 88, 87]",1,2,"[40, 56, 3, 4]","[5, 39, 41, 51, 21, 55, 27]","[64, 38, 6, 70, 10, 42, 75, 16, 49, 52, 20, 54, 28, 29]","[4, 40, 56]","[3, 39, 41, 51, 55, 27]","[64, 5, 38, 70, 42, 75, 49, 52, 21, 54, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[65, 1, 4, 3, 2]"
ligand-468-p-o-165,29,34,38,"[36, 35, 37]","[41, 39, 40]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[33, 7, 8, 42, 11, 13, 15, 17, 22, 24, 61, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[33, 6, 8, 42, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 61]","[29, 1, 2, 3, 31]"
ligand-471-p-o-168,10,26,30,"[28, 29, 27]","[33, 31, 32]",1,11,"[51, 2, 3, 34]","[4, 35, 36, 7, 37, 52, 53, 54]","[5, 6, 9, 12, 38, 39, 40, 41, 42, 43, 55, 56, 57, 58, 59, 60]","[2, 34, 51]","[3, 36, 35, 37, 7, 52, 53, 54]","[4, 6, 9, 38, 39, 40, 41, 42, 43, 55, 56, 57, 58, 59, 60]",[3],"[2, 4]","[5, 7, 12]","[10, 1, 2, 3, 11]"
ligand-472-p-o-169,26,31,35,"[33, 32, 34]","[38, 36, 37]",1,28,"[2, 3, 4, 5]","[7, 9, 13, 18, 22, 59]","[6, 39, 8, 10, 12, 14, 19, 21, 58, 27, 61, 30]","[2, 4, 5]","[3, 7, 9, 13, 18, 22]","[6, 39, 8, 27, 10, 12, 14, 19, 21, 59, 30]",[3],"[2, 59]","[7, 58, 61]","[26, 1, 2, 3, 28]"
ligand-473-p-o-170,16,17,21,"[18, 20, 19]","[23, 22, 24]",1,5,"[25, 2, 4, 42]","[3, 6, 7, 11, 43, 44, 26, 27, 28]","[32, 33, 34, 8, 10, 45, 46, 15, 47, 48, 29, 30, 31]","[2, 25, 42]","[3, 11, 43, 44, 26, 27, 28]","[32, 33, 34, 4, 8, 10, 45, 46, 15, 47, 48, 29, 30, 31]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
