Filename,Pd_atom label,Methyl_atom_1 label,Methyl_atom_2 label,Hydrogens_methyl_1_label,Hydrogens_methyl_2_label,Ligand_atom_1 label,Ligand_atom_2 label,Atoms_distance_2 label,Atoms_distance_3 label,Atoms_distance_4 label,Atoms_distance_2_a label,Atoms_distance_3_a label,Atoms_distance_4_a label,Atoms_distance_2_b label,Atoms_distance_3_b label,Atoms_distance_4_b label,Atom label shortest paths
ligand-102-p-o-28,7,9,13,"[11, 10, 12]","[16, 15, 14]",1,8,"[27, 2, 3, 38]","[5, 39, 40, 20, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 18, 23, 30, 31]","[2, 27, 38]","[3, 5, 39, 40, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 20, 30, 31]",[3],"[2, 20]","[5, 18, 23]","[7, 1, 2, 3, 8]"
ligand-103-p-o-29,7,9,13,"[11, 10, 12]","[15, 16, 14]",1,8,"[27, 2, 3, 38]","[5, 39, 40, 20, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 18, 23, 30, 31]","[2, 27, 38]","[3, 5, 39, 40, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 20, 30, 31]",[3],"[2, 20]","[5, 18, 23]","[7, 1, 2, 3, 8]"
ligand-104-p-o-30,7,9,13,"[11, 12, 10]","[16, 15, 14]",1,8,"[27, 2, 3, 38]","[5, 39, 40, 20, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 18, 23, 30, 31]","[2, 27, 38]","[3, 5, 39, 40, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 20, 30, 31]",[3],"[2, 20]","[5, 18, 23]","[7, 1, 2, 3, 8]"
ligand-105-p-o-31,7,9,13,"[11, 10, 12]","[16, 15, 14]",1,8,"[27, 2, 3, 38]","[5, 39, 40, 20, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 18, 23, 30, 31]","[2, 27, 38]","[3, 5, 39, 40, 28, 29]","[32, 33, 4, 6, 41, 42, 43, 44, 20, 30, 31]",[3],"[2, 20]","[5, 18, 23]","[7, 1, 2, 3, 8]"
ligand-106-p-o-32,29,35,39,"[37, 36, 38]","[40, 42, 41]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[33, 34, 7, 8, 43, 11, 13, 15, 17, 22, 24, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[33, 34, 6, 8, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 43]","[29, 1, 2, 3, 31]"
ligand-107-p-o-33,29,35,39,"[37, 36, 38]","[42, 41, 40]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[33, 34, 7, 8, 43, 11, 13, 15, 17, 22, 24, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[33, 34, 6, 8, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 43]","[29, 1, 2, 3, 31]"
ligand-108-p-o-34,26,31,35,"[33, 32, 34]","[38, 36, 37]",1,28,"[2, 3, 4, 5]","[7, 9, 13, 18, 52, 22]","[6, 39, 8, 10, 12, 14, 50, 19, 21, 55, 27, 30]","[2, 4, 5]","[3, 7, 9, 13, 18, 22]","[6, 39, 8, 10, 12, 14, 19, 52, 21, 27, 30]",[3],"[2, 52]","[7, 50, 55]","[26, 1, 2, 3, 28]"
ligand-109-p-o-35,16,17,21,"[18, 19, 20]","[24, 22, 23]",1,5,"[25, 2, 4, 36]","[3, 6, 7, 37, 38, 11, 26, 27]","[39, 8, 40, 41, 10, 46, 15, 28, 29, 30, 31]","[2, 25, 36]","[3, 37, 38, 11, 26, 27]","[4, 39, 8, 40, 41, 10, 46, 15, 28, 29, 30, 31]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
ligand-110-p-o-36,16,17,21,"[18, 19, 20]","[22, 24, 23]",1,5,"[25, 2, 4, 36]","[3, 6, 7, 37, 38, 11, 26, 27]","[39, 8, 40, 41, 10, 46, 15, 28, 29, 30, 31]","[2, 25, 36]","[3, 37, 38, 11, 26, 27]","[4, 39, 8, 40, 41, 10, 46, 15, 28, 29, 30, 31]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
ligand-111-p-o-37,16,17,21,"[18, 19, 20]","[24, 22, 23]",1,5,"[25, 2, 4, 36]","[3, 6, 7, 37, 38, 11, 26, 27]","[39, 8, 40, 41, 10, 46, 15, 28, 29, 30, 31]","[2, 25, 36]","[3, 37, 38, 11, 26, 27]","[4, 39, 8, 40, 41, 10, 46, 15, 28, 29, 30, 31]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
ligand-112-p-o-38,16,21,17,"[24, 22, 23]","[18, 19, 20]",1,5,"[25, 2, 4, 36]","[3, 6, 7, 37, 38, 11, 26, 27]","[39, 8, 40, 41, 10, 31, 15, 28, 29, 30, 63]","[2, 25, 36]","[3, 37, 38, 11, 26, 27]","[4, 39, 8, 40, 41, 10, 31, 15, 28, 29, 30, 63]",[4],"[3, 6, 7]","[8, 2]","[16, 1, 2, 3, 4, 5]"
ligand-113-n-n-4,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[96, 32, 100, 37, 9, 10, 43, 45, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[96, 100, 37, 9, 10, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 43, 45, 17, 18, 31]","[1, 4, 2, 3, 5]"
ligand-114-n-n-5,1,22,26,"[23, 24, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[96, 32, 99, 37, 9, 10, 43, 45, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[96, 99, 37, 9, 10, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 43, 45, 17, 18, 31]","[1, 4, 2, 3, 5]"
ligand-115-n-n-6,1,26,22,"[28, 27, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[96, 32, 98, 37, 9, 10, 43, 45, 17, 18, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 43, 45, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[96, 98, 37, 9, 10, 30, 31]","[1, 5, 3, 2, 4]"
ligand-116-n-n-7,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 99, 37, 9, 10, 43, 45, 17, 18, 95, 31]","[2, 6]","[33, 3, 7, 8]","[99, 37, 9, 10, 95, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 43, 45, 17, 18, 31]","[1, 4, 2, 3, 5]"
ligand-117-n-n-8,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 98, 37, 9, 10, 43, 45, 17, 18, 95, 31]","[2, 6]","[33, 3, 7, 8]","[98, 37, 9, 10, 95, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 43, 45, 17, 18, 31]","[1, 4, 2, 3, 5]"
ligand-118-p-n-1,25,30,26,"[33, 31, 32]","[29, 28, 27]",34,1,"[2, 35, 6, 46, 14]","[3, 4, 36, 37, 9, 47, 48, 15, 16]","[5, 10, 12, 17, 18, 22, 24, 38, 39, 40, 41, 49, 50, 51, 52]","[6, 35, 46]","[4, 37, 36, 9, 47, 48]","[2, 5, 38, 40, 41, 39, 10, 12, 49, 50, 51, 52]","[2, 14]","[3, 4, 15, 16]","[5, 6, 17, 18, 22, 24]","[25, 34, 6, 4, 2, 1]"
ligand-119-p-n-2,25,30,26,"[33, 31, 32]","[29, 28, 27]",34,1,"[2, 35, 6, 46, 14]","[3, 4, 36, 37, 9, 47, 48, 15, 16]","[5, 10, 12, 17, 18, 22, 24, 38, 39, 40, 41, 49, 50, 51, 52]","[6, 35, 46]","[4, 37, 36, 9, 47, 48]","[2, 5, 38, 40, 41, 39, 10, 12, 49, 50, 51, 52]","[2, 14]","[3, 4, 15, 16]","[5, 6, 17, 18, 22, 24]","[25, 34, 6, 4, 2, 1]"
ligand-120-p-n-3,23,28,24,"[31, 30, 29]","[27, 25, 26]",32,1,"[33, 2, 6, 44, 14]","[34, 35, 3, 4, 9, 45, 46, 15, 16]","[5, 10, 12, 17, 18, 22, 36, 37, 38, 39, 47, 48, 49, 50, 57]","[6, 33, 44]","[34, 35, 4, 9, 45, 46]","[2, 36, 37, 38, 39, 5, 10, 12, 47, 48, 49, 50]","[2, 14]","[3, 4, 15, 16]","[5, 6, 17, 18, 22, 57]","[23, 32, 6, 4, 2, 1]"
ligand-121-p-p-23,3,4,8,"[5, 6, 7]","[11, 10, 9]",12,1,"[2, 15, 17, 19, 28]","[33, 37, 41, 13, 14, 45, 16, 49, 18, 20, 53, 54, 24, 29]","[21, 22, 23, 25, 26, 27, 30, 31, 32, 34, 35, 36, 38, 39, 40, 42, 43, 44, 46, 47, 48, 50, 51, 52]","[2, 15, 17]","[37, 41, 13, 14, 45, 16, 49, 18]","[38, 39, 40, 42, 43, 44, 46, 47, 48, 50, 51, 52]","[2, 19, 28]","[33, 13, 14, 20, 53, 54, 24, 29]","[32, 34, 35, 36, 21, 22, 23, 25, 26, 27, 30, 31]","[3, 12, 2, 1]"
ligand-122-c-o-1,1,54,50,"[56, 55, 57]","[51, 52, 53]",2,58,"[29, 6, 7]","[3, 4, 8, 27, 31]","[32, 5, 9, 10, 21, 25, 30]","[6, 7]","[3, 4, 8, 27]","[5, 9, 10, 21, 25, 29]",[29],"[27, 31]","[32, 7, 25, 30]","[1, 2, 7, 27, 29, 58]"
ligand-123-c-o-2,1,37,33,"[39, 40, 38]","[34, 35, 36]",2,41,"[28, 6, 7]","[3, 4, 8, 26, 30]","[5, 9, 10, 20, 24, 29, 31]","[6, 7]","[3, 4, 8, 26]","[5, 9, 10, 20, 24, 28]",[28],"[26, 30]","[7, 24, 29, 31]","[1, 2, 7, 26, 28, 41]"
ligand-124-c-o-3,1,33,37,"[34, 36, 35]","[38, 39, 40]",2,41,"[28, 6, 7]","[3, 4, 8, 26, 30]","[5, 9, 10, 20, 24, 29, 31]","[6, 7]","[3, 4, 8, 26]","[5, 9, 10, 20, 24, 28]",[28],"[26, 30]","[7, 24, 29, 31]","[1, 2, 7, 26, 28, 41]"
ligand-125-p-p-24,3,4,8,"[5, 6, 7]","[11, 9, 10]",12,1,"[2, 15, 16, 17, 26]","[35, 39, 27, 43, 13, 14, 47, 18, 51, 22, 55, 59, 63, 31]","[19, 20, 21, 23, 24, 25, 28, 29, 30, 32, 33, 34, 36, 37, 38, 40, 41, 42, 44, 45, 46, 48, 49, 50, 52, 53, 54, 56, 57, 58, 60, 61, 62, 64, 65, 66]","[2, 15, 16]","[35, 39, 43, 13, 14, 47, 51, 55]","[36, 37, 38, 40, 41, 42, 44, 45, 46, 48, 49, 50, 52, 53, 54, 56, 57, 58]","[2, 17, 26]","[27, 13, 14, 18, 22, 59, 63, 31]","[19, 20, 21, 23, 24, 25, 28, 29, 30, 32, 33, 34, 60, 61, 62, 64, 65, 66]","[3, 12, 2, 1]"
ligand-126-p-p-25,3,4,8,"[5, 7, 6]","[10, 9, 11]",12,1,"[2, 41, 15, 16, 52]","[33, 37, 42, 43, 13, 14, 17, 21, 53, 54, 25, 29]","[18, 19, 20, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40, 44, 45, 46, 47, 55, 56, 57, 58]","[2, 15, 16]","[33, 37, 13, 14, 17, 21, 25, 29]","[18, 19, 20, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40]","[2, 41, 52]","[42, 43, 13, 14, 53, 54]","[44, 45, 46, 47, 55, 56, 57, 58]","[3, 12, 2, 1]"
ligand-127-p-p-26,3,4,8,"[5, 6, 7]","[11, 9, 10]",12,1,"[2, 41, 15, 16, 58]","[33, 37, 42, 43, 13, 14, 44, 17, 61, 21, 25, 59, 60, 29]","[18, 19, 20, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40, 45, 46, 47, 48, 49, 50, 62, 63, 64, 65, 66, 67]","[2, 15, 16]","[33, 37, 13, 14, 17, 21, 25, 29]","[18, 19, 20, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40]","[2, 41, 58]","[42, 43, 13, 14, 44, 59, 60, 61]","[64, 65, 66, 67, 45, 46, 47, 48, 49, 50, 18, 62, 63]","[3, 12, 2, 1]"
ligand-128-p-p-27,3,4,8,"[5, 7, 6]","[11, 10, 9]",12,1,"[2, 41, 15, 16, 51]","[33, 37, 42, 43, 13, 14, 47, 17, 52, 21, 53, 25, 29, 57]","[18, 19, 20, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40, 44, 45, 46, 48, 49, 50, 54, 55, 56, 58, 59, 60]","[2, 15, 16]","[33, 37, 13, 14, 17, 21, 25, 29]","[18, 19, 20, 22, 23, 24, 26, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39, 40]","[2, 41, 51]","[42, 43, 13, 14, 47, 52, 53, 57]","[44, 45, 46, 48, 49, 50, 54, 55, 56, 58, 59, 60]","[3, 12, 2, 1]"
ligand-129-p-p-28,3,8,4,"[10, 11, 9]","[5, 6, 7]",12,1,"[32, 2, 66, 15, 49]","[34, 35, 33, 67, 68, 69, 13, 14, 16, 17, 18, 50, 51, 52]","[19, 20, 21, 22, 23, 24, 36, 37, 38, 39, 40, 41, 53, 54, 55, 56, 57, 58, 70, 71, 72, 73, 74, 75]","[2, 49, 66]","[67, 68, 69, 13, 14, 50, 51, 52]","[70, 71, 72, 73, 74, 75, 53, 54, 55, 56, 57, 58]","[2, 15, 32]","[33, 34, 35, 13, 14, 16, 17, 18]","[36, 37, 38, 39, 40, 41, 19, 20, 21, 22, 23, 24]","[3, 12, 2, 1]"
ligand-130-n-n-9,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 68, 37, 9, 10, 78, 48, 17, 18, 58, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 48, 17, 18, 58, 31]","[2, 6]","[33, 3, 7, 8]","[68, 37, 9, 10, 78, 30, 31]","[1, 5, 3, 2, 4]"
ligand-131-p-n-4,12,13,17,"[16, 15, 14]","[18, 20, 19]",1,21,"[2, 3, 41, 22, 26, 30]","[32, 4, 7, 42, 43, 23, 24, 25, 27, 28, 29, 31]","[5, 6, 8, 11, 33, 34, 35, 36, 44, 45, 46, 47]","[2, 30, 41]","[32, 3, 7, 42, 43, 31]","[33, 35, 36, 4, 6, 34, 11, 44, 45, 46, 47]","[3, 22, 26]","[2, 4, 23, 24, 25, 27, 28, 29]","[5, 7, 8]","[12, 1, 2, 3, 21]"
ligand-132-p-n-5,12,13,17,"[16, 15, 14]","[19, 18, 20]",1,21,"[2, 3, 39, 22, 26, 30]","[32, 4, 7, 40, 41, 23, 24, 25, 27, 28, 29, 31]","[5, 6, 8, 11, 33, 34, 42, 43, 48, 58, 68, 69]","[2, 30, 39]","[32, 3, 7, 40, 41, 31]","[33, 34, 4, 69, 6, 68, 42, 11, 43, 48, 58]","[3, 22, 26]","[2, 4, 23, 24, 25, 27, 28, 29]","[5, 7, 8]","[12, 1, 2, 3, 21]"
ligand-133-p-n-6,12,13,17,"[15, 16, 14]","[19, 18, 20]",1,21,"[2, 3, 39, 22, 26, 30]","[32, 4, 7, 40, 41, 23, 24, 25, 27, 28, 29, 31]","[5, 6, 8, 11, 33, 34, 42, 43, 48, 49, 50, 61]","[2, 30, 39]","[32, 3, 7, 40, 41, 31]","[33, 34, 4, 6, 42, 11, 43, 48, 49, 50, 61]","[3, 22, 26]","[2, 4, 23, 24, 25, 27, 28, 29]","[5, 7, 8]","[12, 1, 2, 3, 21]"
ligand-134-p-n-7,12,13,17,"[16, 15, 14]","[18, 20, 19]",1,21,"[2, 3, 39, 22, 26, 30]","[32, 4, 7, 40, 41, 23, 24, 25, 27, 28, 29, 31]","[5, 6, 8, 11, 33, 34, 42, 43, 48, 49, 50, 55]","[2, 30, 39]","[32, 3, 7, 40, 41, 31]","[33, 34, 4, 6, 42, 11, 43, 48, 49, 50, 55]","[3, 22, 26]","[2, 4, 23, 24, 25, 27, 28, 29]","[5, 7, 8]","[12, 1, 2, 3, 21]"
ligand-135-p-n-8,12,13,17,"[15, 16, 14]","[19, 20, 18]",1,21,"[2, 3, 39, 22, 26, 30]","[32, 4, 7, 40, 41, 23, 24, 25, 27, 28, 29, 31]","[5, 6, 8, 11, 33, 34, 42, 43, 48, 49, 50, 51]","[2, 30, 39]","[32, 3, 7, 40, 41, 31]","[33, 34, 4, 6, 42, 11, 43, 48, 49, 50, 51]","[3, 22, 26]","[2, 4, 23, 24, 25, 27, 28, 29]","[5, 7, 8]","[12, 1, 2, 3, 21]"
ligand-136-p-o-39,29,34,38,"[37, 35, 36]","[40, 39, 41]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[33, 7, 8, 42, 11, 13, 15, 17, 22, 24, 61, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[33, 6, 8, 42, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 61]","[29, 1, 2, 3, 31]"
ligand-137-p-o-40,2,3,7,"[4, 6, 5]","[10, 9, 8]",1,12,"[11, 60, 13, 23]","[43, 44, 14, 15, 24, 25, 59, 62]","[33, 34, 65, 66, 45, 16, 17, 18, 52, 26, 27, 28, 61]","[13, 23, 60]","[14, 15, 24, 25, 59, 62]","[33, 34, 65, 66, 11, 16, 17, 18, 26, 27, 28, 61]",[11],"[59, 43, 44]","[45, 52, 60, 61]","[2, 1, 60, 59, 11, 12]"
ligand-138-p-o-41,2,3,7,"[5, 4, 6]","[10, 9, 8]",1,12,"[11, 44, 13, 23]","[43, 46, 14, 15, 53, 24, 25, 63]","[16, 17, 18, 26, 27, 28, 33, 34, 45, 49, 50, 54, 55, 64, 65]","[13, 23, 44]","[43, 14, 15, 46, 24, 25]","[33, 34, 11, 45, 16, 17, 18, 49, 50, 26, 27, 28]",[11],"[43, 53, 63]","[64, 65, 44, 45, 54, 55]","[2, 1, 44, 43, 11, 12]"
ligand-139-p-o-42,2,3,7,"[5, 4, 6]","[10, 9, 8]",1,12,"[11, 44, 13, 23]","[43, 46, 14, 15, 53, 24, 25, 63]","[16, 17, 18, 26, 27, 28, 33, 34, 45, 49, 50, 54, 55, 64, 65]","[13, 23, 44]","[43, 14, 15, 46, 24, 25]","[33, 34, 11, 45, 16, 17, 18, 49, 50, 26, 27, 28]",[11],"[43, 53, 63]","[64, 65, 44, 45, 54, 55]","[2, 1, 44, 43, 11, 12]"
ligand-140-n-n-10,1,6,2,"[8, 9, 7]","[5, 4, 3]",19,18,"[10, 11, 13, 38]","[39, 40, 12, 14, 47, 21]","[41, 42, 15, 16, 17, 48, 51, 49, 50, 22, 23, 61]","[13, 38]","[39, 40, 10, 47]","[41, 42, 12, 48, 49, 51, 50, 61]","[10, 11]","[12, 13, 14, 21]","[47, 16, 15, 17, 22, 23]","[1, 19, 13, 10, 18]"
ligand-141-n-n-11,1,6,2,"[9, 8, 7]","[5, 3, 4]",19,18,"[10, 11, 13, 38]","[39, 40, 12, 14, 47, 21]","[41, 42, 15, 48, 16, 17, 52, 22, 23]","[13, 38]","[39, 40, 10, 47]","[41, 42, 12, 48, 52]","[10, 11]","[12, 13, 14, 21]","[47, 16, 15, 17, 22, 23]","[1, 19, 13, 10, 18]"
ligand-142-n-n-12,1,6,2,"[9, 8, 7]","[5, 4, 3]",19,18,"[21, 10, 11, 13]","[35, 12, 14, 22, 23, 30]","[33, 36, 37, 38, 15, 16, 17, 24, 25, 31]","[13, 21]","[10, 22, 23, 30]","[33, 12, 24, 25, 31]","[10, 11]","[35, 12, 13, 14]","[36, 37, 38, 15, 16, 17, 30]","[1, 19, 13, 10, 18]"
ligand-143-n-n-13,1,6,2,"[8, 9, 7]","[5, 4, 3]",19,18,"[21, 10, 11, 13]","[34, 12, 14, 22, 23, 54]","[32, 35, 36, 37, 15, 16, 17, 55, 24, 25, 56, 30, 57]","[13, 21]","[10, 54, 23, 22]","[32, 12, 24, 30, 55, 56, 57, 25]","[10, 11]","[34, 12, 13, 14]","[35, 36, 37, 15, 16, 17, 54]","[1, 19, 13, 10, 18]"
ligand-144-p-o-43,29,33,37,"[35, 34, 36]","[39, 40, 38]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[32, 7, 8, 41, 11, 13, 15, 17, 22, 24, 60, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[32, 6, 8, 41, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 60]","[29, 1, 2, 3, 31]"
ligand-145-p-o-44,29,33,37,"[34, 35, 36]","[39, 40, 38]",1,31,"[2, 3, 4, 5]","[6, 9, 12, 16, 21, 25]","[32, 7, 8, 41, 11, 13, 15, 17, 50, 22, 24, 30]","[2, 4, 5]","[3, 9, 12, 16, 21, 25]","[32, 6, 8, 41, 11, 13, 15, 17, 22, 24, 30]",[3],"[2, 6]","[7, 9, 50]","[29, 1, 2, 3, 31]"
ligand-146-n-o-8,32,37,33,"[40, 39, 38]","[36, 35, 34]",2,1,"[41, 42, 3]","[4, 5, 43, 44]","[6, 7, 12, 45, 46, 49, 50, 22]",[42],"[41, 44]","[43, 45, 50]","[3, 41]","[4, 5, 42, 43]","[6, 7, 12, 44, 45, 46, 49, 22]","[32, 2, 42, 41, 1]"
ligand-147-n-o-10,11,16,12,"[19, 18, 17]","[15, 14, 13]",1,2,"[3, 20, 21]","[4, 5, 22, 23]","[33, 6, 7, 41, 24, 25, 28, 29]","[3, 20]","[4, 5, 21, 22]","[33, 6, 7, 23, 24, 25, 28, 29]",[21],"[20, 23]","[41, 22, 24]","[11, 1, 20, 21, 2]"
ligand-148-n-o-11,10,15,11,"[18, 17, 16]","[14, 13, 12]",1,2,"[19, 3, 20]","[4, 5, 21, 22]","[6, 7, 38, 23, 24, 27, 28, 29]","[3, 19]","[4, 5, 20, 21]","[6, 7, 22, 23, 24, 27, 28, 29]",[20],"[19, 22]","[38, 21, 23]","[10, 1, 19, 20, 2]"
ligand-149-n-o-12,11,16,12,"[19, 18, 17]","[15, 14, 13]",1,2,"[3, 20, 21]","[4, 5, 22, 23]","[35, 6, 7, 24, 25, 28, 29, 30]","[3, 20]","[4, 5, 21, 22]","[6, 7, 23, 24, 25, 28, 29, 30]",[21],"[20, 23]","[35, 22, 24]","[11, 1, 20, 21, 2]"
ligand-150-n-o-13,11,16,12,"[19, 18, 17]","[14, 15, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[6, 7, 42, 52, 24, 25, 26, 31]",[21],"[20, 23]","[22, 26, 31]","[3, 20]","[4, 5, 21, 22]","[6, 7, 42, 52, 23, 24, 25]","[11, 2, 21, 20, 1]"
ligand-151-n-o-14,11,16,12,"[18, 19, 17]","[14, 15, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[6, 7, 40, 50, 24, 25, 26, 31]",[21],"[20, 23]","[22, 26, 31]","[3, 20]","[4, 5, 21, 22]","[6, 7, 40, 50, 23, 24, 25]","[11, 2, 21, 20, 1]"
ligand-152-n-o-15,11,16,12,"[18, 19, 17]","[14, 15, 13]",2,1,"[3, 20, 21]","[4, 5, 22, 23]","[6, 7, 40, 50, 24, 25, 26, 31]",[21],"[20, 23]","[22, 26, 31]","[3, 20]","[4, 5, 21, 22]","[6, 7, 40, 50, 23, 24, 25]","[11, 2, 21, 20, 1]"
ligand-153-p-o-45,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[35, 6, 10, 46, 15, 19]","[36, 37, 7, 9, 11, 47, 16, 18, 24, 26]","[2, 4, 5]","[3, 6, 10, 46, 15, 19]","[35, 7, 9, 11, 47, 16, 18, 24, 26]",[3],"[2, 35]","[36, 37, 46]","[23, 1, 2, 3, 25]"
ligand-154-p-o-46,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[36, 6, 10, 15, 49, 19]","[37, 38, 39, 7, 9, 11, 40, 41, 16, 35, 18, 24, 26]","[2, 4, 5]","[3, 6, 10, 15, 49, 19]","[35, 36, 7, 40, 9, 41, 11, 16, 18, 24, 26]",[3],"[2, 36]","[37, 38, 39, 49]","[23, 1, 2, 3, 25]"
ligand-155-p-o-47,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[6, 10, 45, 46, 15, 19]","[36, 37, 7, 9, 35, 11, 47, 16, 49, 50, 18, 24, 26]","[2, 4, 5]","[3, 6, 10, 45, 15, 19]","[35, 36, 37, 7, 9, 11, 46, 16, 18, 24, 26]",[3],"[2, 46]","[45, 47, 49, 50]","[23, 1, 2, 3, 25]"
ligand-156-p-o-48,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[6, 10, 45, 46, 15, 19]","[36, 37, 7, 9, 35, 11, 47, 48, 16, 18, 24, 26]","[2, 4, 5]","[3, 6, 10, 45, 15, 19]","[35, 36, 37, 7, 9, 11, 46, 16, 18, 24, 26]",[3],"[2, 46]","[45, 47, 48]","[23, 1, 2, 3, 25]"
ligand-157-p-o-49,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[6, 10, 43, 44, 15, 19]","[36, 37, 7, 9, 35, 11, 45, 46, 16, 18, 24, 26]","[2, 4, 5]","[3, 6, 10, 43, 15, 19]","[35, 36, 37, 7, 9, 11, 44, 16, 18, 24, 26]",[3],"[2, 44]","[43, 45, 46]","[23, 1, 2, 3, 25]"
ligand-158-p-o-50,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[6, 39, 40, 10, 15, 19]","[36, 37, 7, 41, 42, 11, 9, 16, 35, 18, 24, 26]","[2, 4, 5]","[3, 6, 39, 10, 15, 19]","[35, 36, 37, 7, 40, 9, 11, 16, 18, 24, 26]",[3],"[40, 2]","[39, 41, 42]","[23, 1, 2, 3, 25]"
ligand-159-p-o-51,23,27,31,"[29, 30, 28]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[6, 39, 42, 10, 15, 19]","[36, 37, 7, 9, 35, 11, 43, 44, 16, 18, 24, 26]","[2, 4, 5]","[3, 6, 39, 10, 15, 19]","[35, 36, 37, 7, 9, 42, 11, 16, 18, 24, 26]",[3],"[2, 42]","[39, 43, 44]","[23, 1, 2, 3, 25]"
ligand-160-p-o-52,23,27,31,"[29, 28, 30]","[34, 33, 32]",1,25,"[2, 3, 4, 5]","[6, 39, 10, 46, 15, 19]","[36, 37, 7, 9, 35, 11, 47, 48, 49, 16, 18, 24, 26]","[2, 4, 5]","[3, 6, 39, 10, 15, 19]","[35, 36, 37, 7, 9, 11, 46, 16, 18, 24, 26]",[3],"[2, 46]","[39, 47, 48, 49]","[23, 1, 2, 3, 25]"
ligand-161-n-o-16,42,47,43,"[48, 50, 49]","[46, 45, 44]",1,12,"[2, 66, 13, 6]","[64, 65, 3, 4, 9, 14, 15]","[67, 5, 32, 10, 78, 16, 17, 22]","[2, 13]","[3, 4, 14, 15]","[32, 5, 6, 16, 17, 22]","[6, 66]","[64, 65, 4, 9]","[67, 2, 5, 10, 78]","[42, 1, 2, 4, 6, 12]"
